ROW_ID,ZONE,ODD_EVEN,ADDR_LOW,ADD_HIGH,add_name
1,151,O,2315,2347,W 21ST PL
2,109,O,1901,1959,W 22ND PL
3,136,O,2601,2659,W 22ND PL
4,1201,O,2601,2699,W 23RD PL
5,113,O,4701,4759,N AVERS AVE
6,880,O,2801,2899,W 23RD PL
7,965,O,2801,2877,W 23RD ST
8,95,O,3201,3299,W BARRY AVE
9,378,E,3218,3228,W 37TH PL
10,392,O,503,523,W 37TH ST
11,1241,O,5101,5199,W BARRY AVE
12,152,O,2101,2101,W 37TH ST
14,152,O,2201,2269,W 37TH ST
15,777,O,3201,3299,W 38TH PL
16,31,E,1936,1952,W 38TH ST
17,175,O,6301,6343,W BARRY AVE
18,154,O,1727,1757,W CRYSTAL ST
19,143,O,401,459,W BELDEN AVE
20,143,O,601,659,W BELDEN AVE
21,143,E,706,722,W BELDEN AVE
22,80,E,900,928,S CLAREMONT AVE
23,80,E,1008,1012,S CLAREMONT AVE
24,378,O,2501,2559,W 38TH ST
25,185,O,2641,2665,W 39TH PL
26,185,O,2815,2857,W 40TH ST
27,80,E,1016,1044,S CLAREMONT AVE
28,109,E,2504,2528,S CLAREMONT AVE
29,361,E,3300,3398,S CLAREMONT AVE
30,361,E,3400,3444,S CLAREMONT AVE
31,282,E,6200,6298,S CLAREMONT AVE
32,491,E,9358,9400,S CLAREMONT AVE
33,12,E,9514,9558,S CLAREMONT AVE
34,384,E,9800,9858,S CLAREMONT AVE
35,1105,E,9900,9998,S CLAREMONT AVE
36,358,E,1000,1008,N CLARK ST
37,74,O,1201,1299,N CLARK ST
38,74,E,1300,1398,N CLARK ST
39,74,E,1500,1598,N SANDBURG TER
40,74,O,1501,1599,N SANDBURG TER
42,142,O,1715,1715,N CLARK ST
43,142,E,1720,1720,N CLARK ST
45,142,E,1730,1730,N CLARK ST
47,142,E,1740,1740,N CLARK ST
49,142,E,1760,1764,N CLARK ST
50,142,E,1800,1898,N CLARK ST
51,142,O,1801,1899,N CLARK ST
52,142,E,1920,1936,N CLARK ST
53,142,O,1921,1937,N CLARK ST
54,143,E,2000,2798,N CLARK ST
55,143,O,2001,2799,N CLARK ST
56,154,E,1900,1998,W NORTH AVE
57,383,O,3201,3299,N GREENVIEW AVE
58,143,O,1001,1099,W ARMITAGE AVE
59,143,O,1101,1199,W ARMITAGE AVE
60,154,O,1701,1799,W ARMITAGE AVE
61,102,O,2301,2355,W ARMITAGE AVE
62,143,E,1200,1298,W FULLERTON AVE
63,168,E,800,898,N DAMEN AVE
64,143,E,2532,2552,N SEMINARY AVE
65,383,E,2800,2898,N CLARK ST
66,383,O,2801,2899,N CLARK ST
67,383,E,2900,2998,N CLARK ST
68,383,O,2901,2999,N CLARK ST
69,102,E,1914,1998,N WILMOT AVE
70,383,E,3300,3398,N CLARK ST
71,383,O,3301,3399,N CLARK ST
72,383,E,3400,3698,N CLARK ST
73,383,O,3401,3699,N CLARK ST
74,168,O,801,899,N DAMEN AVE
75,1271,O,4831,4861,W CORTLAND ST
76,1674,O,1201,1299,S CLARK ST
77,1674,O,1301,1399,S CLARK ST
78,1674,O,1401,1499,S CLARK ST
79,154,E,1200,1298,N CLEAVER ST
80,168,E,1100,1132,N DAMEN AVE
81,348,E,1500,1546,N CLEVELAND AVE
82,142,E,1600,1656,N CLEVELAND AVE
83,142,E,1700,1760,N CLEVELAND AVE
84,142,E,1800,1860,N CLEVELAND AVE
85,142,E,1900,1960,N CLEVELAND AVE
86,143,E,2000,2058,N CLEVELAND AVE
87,143,E,2100,2160,N CLEVELAND AVE
88,143,E,2200,2258,N CLEVELAND AVE
89,143,E,2300,2354,N CLEVELAND AVE
90,143,E,2000,2060,N CLIFTON AVE
91,143,E,2100,2142,N CLIFTON AVE
92,143,O,2201,2299,N CLIFTON AVE
93,154,O,1633,1699,N DAMEN AVE
94,154,O,1701,1731,N DAMEN AVE
95,102,E,1700,1728,N DAMEN AVE
96,102,E,1800,1832,N DAMEN AVE
97,383,E,3200,3298,N CLIFTON AVE
98,383,E,3300,3398,N CLIFTON AVE
99,383,E,3700,3798,N CLIFTON AVE
100,102,E,2034,2098,N DAMEN AVE
101,1130,E,4400,4498,N CLIFTON AVE
102,1130,O,4401,4499,N CLIFTON AVE
103,738,E,400,498,S CLINTON ST
104,738,E,500,598,S CLINTON ST
105,44,E,7300,7398,S CLYDE AVE
106,66,E,8716,8756,S CLYDE AVE
107,66,O,8801,8859,S CLYDE AVE
108,56,E,1100,1144,W COLUMBIA AVE
109,56,E,1218,1264,W COLUMBIA AVE
110,56,E,1300,1346,W COLUMBIA AVE
111,1230,O,8201,8299,S COMMERCIAL AVE
113,143,E,2300,2356,N COMMONWEALTH AVE
114,143,O,729,753,W BELDEN AVE
115,185,O,2631,2637,W 40TH ST
116,102,E,2100,2132,N DAMEN AVE
118,1227,O,3101,3199,W 42ND PL
119,367,O,3201,3269,W BELDEN AVE
120,252,O,1827,1899,W 46TH ST
121,34,O,3901,3999,W 46TH ST
122,1021,O,2401,2499,W 47TH PL
123,26,O,7001,7099,W BELDEN AVE
124,1021,O,2415,2459,W 47TH ST
125,5,O,1101,1159,W TAYLOR ST
126,92,O,4801,4899,N BELL AVE
128,1051,O,3101,3199,W 41ST PL
129,795,O,2701,2759,W 43RD ST
131,1621,O,3001,3059,W 43RD ST
132,1234,O,3033,3099,W 44TH ST
133,281,E,3000,3050,W ARDMORE AVE
134,76,O,5901,5903,W ARDMORE AVE
135,14,O,7401,7407,W ARDMORE AVE
136,219,O,3035,3057,W ARGYLE ST
137,101,O,5201,5259,W ARGYLE ST
138,101,E,5300,5338,W ARGYLE ST
139,143,E,400,498,W ARLINGTON PL
140,143,E,500,568,W ARLINGTON PL
141,143,E,600,658,W ARLINGTON PL
142,143,O,301,399,W ARMITAGE AVE
143,80,O,809,835,S BELL AVE
144,143,E,400,498,W ARMITAGE AVE
145,142,O,401,499,W ARMITAGE AVE
146,143,E,500,558,W ARMITAGE AVE
147,143,E,600,654,W ARMITAGE AVE
148,80,O,901,937,S BELL AVE
149,143,E,802,858,W ARMITAGE AVE
150,143,E,900,998,W ARMITAGE AVE
151,102,E,2466,2468,W ARMITAGE AVE
152,218,E,2924,2944,W ARMITAGE AVE
153,200,E,500,558,N ARTESIAN AVE
154,109,O,2211,2249,S BELL AVE
155,102,E,1500,1598,N ARTESIAN AVE
156,102,O,1701,1799,N ARTESIAN AVE
157,346,E,2700,2756,N ARTESIAN AVE
158,960,E,3614,3656,N ARTESIAN AVE
159,92,E,4700,4744,N ARTESIAN AVE
160,92,O,4749,4759,N ARTESIAN AVE
161,919,E,5900,5954,N ARTESIAN AVE
162,448,O,6201,6259,N ARTESIAN AVE
163,1338,E,3900,3960,S ARTESIAN AVE
164,252,O,4929,4957,S ARTESIAN AVE
165,252,E,5000,5098,S ARTESIAN AVE
166,52,O,6301,6399,S ARTESIAN AVE
167,308,E,6600,6646,S ARTESIAN AVE
168,768,E,6704,6758,S ARTESIAN AVE
169,28,E,10800,10858,S ARTESIAN AVE
170,1450,O,3401,3499,W ARTHINGTON ST
171,28,O,10943,10959,S ARTESIAN AVE
172,5,E,1314,1324,W ARTHINGTON ST
173,927,O,3501,3551,W ARTHINGTON ST
174,233,E,5634,5656,W BELMONT AVE
175,19,O,5837,5855,W ARTHINGTON ST
176,19,O,5905,5945,W ARTHINGTON ST
177,1466,E,302,334,N PARKSIDE AVE
178,56,O,1215,1263,W ARTHUR AVE
179,56,O,1301,1359,W ARTHUR AVE
180,63,E,7100,7144,W ARTHUR AVE
183,65,E,5600,5650,N ASHLAND AVE
184,1466,O,303,333,N PARKSIDE AVE
185,262,O,6415,6423,W BELMONT AVE
186,5,O,711,727,S ASHLAND AVE
187,5,O,901,903,S ASHLAND AVE
188,613,O,11501,11699,S ASHLAND AVE
189,262,O,6701,6731,W BELMONT AVE
190,162,O,7101,7131,W BELMONT AVE
191,44,O,7601,7699,S BENNETT AVE
192,74,E,1202,1260,N ASTOR ST
193,102,E,2600,2698,W ATTRILL ST
194,135,O,7801,7847,S BENNETT AVE
195,19,O,501,599,N AUSTIN BLVD
196,19,O,601,699,N AUSTIN BLVD
197,1282,O,8601,8699,S BENNETT AVE
198,55,O,4701,4747,W BERENICE AVE
199,326,O,4501,4559,N BERNARD ST
200,326,E,4500,4558,N BERNARD ST
201,652,O,5001,5011,N BERNARD ST
202,652,E,5020,5148,N BERNARD ST
203,1234,O,3101,3199,W 44TH ST
205,869,E,3404,3458,N CENTRAL PARK AVE
206,33,O,3701,3727,N CENTRAL PARK AVE
207,34,O,3835,3899,W 46TH ST
208,617,O,2301,2399,W 47TH PL
209,114,E,4300,4398,N CENTRAL PARK AVE
211,1,E,5616,5650,N CENTRAL PARK AVE
212,1,E,5714,5748,N CENTRAL PARK AVE
213,257,E,6300,6340,N CENTRAL PARK AVE
214,769,E,1900,1998,S CENTRAL PARK AVE
215,635,E,3000,3098,S CENTRAL PARK AVE
216,80,O,901,929,S CLAREMONT AVE
218,80,O,1017,1045,S CLAREMONT AVE
219,136,O,2645,2655,W CERMAK RD
220,136,O,2701,2755,W CERMAK RD
221,81,E,6500,6558,S CHAMPLAIN AVE
222,1167,E,7800,7898,S CHAMPLAIN AVE
223,102,E,2720,2736,W CHANAY ST
224,44,O,7317,7347,S CHAPPEL AVE
225,44,E,7400,7444,S CHAPPEL AVE
226,818,E,7800,7898,S CHAPPEL AVE
227,91,E,8106,8158,S CHAPPEL AVE
228,135,O,8201,8243,S CHAPPEL AVE
229,266,E,3200,3298,W 83RD ST
230,266,E,3500,3598,W 83RD ST
231,195,E,900,908,E 84TH ST
232,266,E,3900,3942,W 85TH PL
233,269,E,300,358,E 85TH ST
234,807,E,2000,2098,E 85TH ST
235,811,E,1700,1798,W 85TH ST
236,977,O,851,925,W 86TH ST
237,129,O,45,45,E 87TH ST
238,129,O,77,77,E 87TH ST
239,66,O,2107,2107,E 87TH ST
242,253,O,1507,1521,W 87TH ST
243,66,E,2100,2198,E 88TH ST
244,112,E,1056,1056,W 88TH ST
245,1216,E,400,498,E 90TH ST
246,1216,E,400,498,W 90TH ST
247,12,E,1700,1798,W 91ST PL
248,1291,E,400,498,E 91ST ST
249,843,E,1700,1798,W 91ST ST
251,875,E,3200,3298,E 92ND ST
252,1316,E,1600,1698,W 92ND ST
253,523,E,1700,1718,W 92ND ST
254,649,O,1901,1999,E 93RD ST
255,648,E,2000,2024,E 93RD ST
256,893,E,3200,3298,E 93RD ST
257,12,E,1734,1740,W 93RD ST
258,819,E,1100,1198,W 94TH ST
259,12,E,1700,1718,W 94TH ST
260,12,O,1715,1719,W 94TH ST
261,159,E,400,444,W 95TH PL
262,1281,E,1732,1768,W 95TH PL
263,268,O,113,113,E 95TH ST
264,268,O,199,201,E 95TH ST
265,1313,O,533,547,E 95TH ST
266,268,E,600,658,E 95TH ST
267,173,E,702,742,E 95TH ST
268,25,O,107,149,W 95TH ST
269,490,E,900,956,W 95TH ST
270,12,E,2000,2026,W 95TH ST
271,12,O,2039,2059,W 95TH ST
272,1266,E,200,298,E 96TH ST
273,713,E,100,198,E 97TH ST
274,268,E,300,398,E 97TH ST
275,159,O,501,525,W 97TH ST
276,268,E,44,98,E 98TH ST
277,1111,E,100,200,E 98TH ST
278,268,E,300,398,E 98TH ST
279,5,E,712,730,S ABERDEEN ST
280,5,O,901,925,S ABERDEEN ST
281,5,O,929,931,S ABERDEEN ST
282,214,E,7800,7860,S ABERDEEN ST
283,112,O,8701,8741,S ABERDEEN ST
285,665,O,1,99,N ADA ST
286,5,E,700,716,S ADA ST
287,5,E,816,842,S ADA ST
288,5,O,821,859,S ADA ST
289,5,O,901,927,S ADA ST
290,5,E,902,916,S ADA ST
291,77,E,7700,7758,S ADA ST
292,253,O,8901,8959,S ADA ST
296,998,E,4500,4598,W ADAMS ST
297,425,E,4600,4652,W ADAMS ST
298,1175,E,4700,4750,W ADAMS ST
299,1153,E,5300,5398,W ADAMS ST
300,1038,E,5500,5598,W ADAMS ST
301,148,E,5630,5720,W ADAMS BLVD
302,383,E,500,598,W ADDISON ST
303,383,O,501,597,W ADDISON ST
304,383,E,600,698,W ADDISON ST
305,383,O,601,699,W ADDISON ST
306,383,E,700,798,W ADDISON ST
307,383,O,701,799,W ADDISON ST
308,383,E,800,898,W ADDISON ST
309,383,O,801,899,W ADDISON ST
310,383,E,900,998,W ADDISON ST
311,383,O,901,999,W ADDISON ST
312,383,E,1000,1098,W ADDISON ST
313,383,O,1001,1099,W ADDISON ST
314,383,E,1100,1298,W ADDISON ST
315,383,O,1101,1299,W ADDISON ST
316,383,E,1300,1398,W ADDISON ST
317,383,O,1301,1399,W ADDISON ST
318,383,E,1400,1498,W ADDISON ST
319,383,O,1401,1499,W ADDISON ST
320,383,E,1500,1598,W ADDISON ST
321,383,O,1501,1599,W ADDISON ST
322,10,E,5700,5758,W ADDISON ST
323,901,O,2701,2799,W 14TH ST
324,107,E,3700,3752,W AGATITE AVE
325,1268,E,1000,1098,W AINSLIE ST
326,1268,O,1001,1099,W AINSLIE ST
327,56,E,1216,1264,W ARTHUR AVE
328,1203,E,1500,1598,W AINSLIE ST
330,101,O,5101,5159,W AINSLIE ST
331,101,E,5200,5220,W AINSLIE ST
332,82,E,1614,1652,N ALBANY AVE
334,95,E,2800,2898,N ALBANY AVE
335,132,O,4301,4359,N ALBANY AVE
336,219,E,5004,5056,N ALBANY AVE
337,1265,E,2200,2298,S ALBANY AVE
338,866,O,2301,2359,S ALBANY AVE
339,602,E,2400,2454,S ALBANY AVE
341,633,E,3600,3698,S ALBANY AVE
342,951,O,3701,3799,S ALBANY AVE
343,252,O,4317,4357,S ALBANY AVE
344,931,O,4501,4559,S ALBANY AVE
345,1044,E,4600,4658,S ALBANY AVE
346,226,O,7901,7959,S ALBANY AVE
347,56,E,1032,1060,W ALBION AVE
348,56,E,1102,1132,W ALBION AVE
350,56,E,1300,1360,W ALBION AVE
351,383,E,400,498,W ALDINE AVE
352,56,E,1300,1360,W ARTHUR AVE
353,5,E,712,726,S ASHLAND AVE
354,19,E,500,598,N AUSTIN BLVD
355,3,E,5036,5062,N AUSTIN AVE
356,182,E,200,216,W ALEXANDER ST
357,3,O,5101,5151,N AUSTIN AVE
358,182,E,220,268,W ALEXANDER ST
359,156,E,6432,6460,N ALGONQUIN AVE
360,29,O,5301,5349,S AUSTIN AVE
361,156,O,6601,6625,N ALGONQUIN AVE
362,95,O,2905,2911,N ALLEN AVE
363,95,E,2914,2964,N ALLEN AVE
364,95,E,3000,3056,N ALLEN AVE
365,155,O,1613,1655,N AVERS AVE
366,143,E,800,858,W ALTGELD ST
367,143,E,900,928,W ALTGELD ST
368,143,E,1000,1058,W ALTGELD ST
369,143,E,1112,1158,W ALTGELD ST
370,143,E,1200,1298,W ALTGELD ST
371,367,E,2014,2058,N AVERS AVE
372,1221,E,2734,2748,W ALTGELD ST
373,93,E,3840,3850,W ALTGELD ST
374,93,E,3904,3944,W ALTGELD ST
375,1095,E,2200,2298,W ANSON PL
376,1675,O,201,299,E 15TH PL
377,93,E,2300,2398,N AVERS AVE
378,109,E,2300,2344,W 22ND PL
379,816,O,1701,1799,W 17TH ST
380,1136,O,1901,1927,W 17TH ST
381,1331,O,1101,1129,W 18TH PL
382,1093,O,1301,1399,W 18TH PL
383,437,O,3701,3759,W 18TH ST
384,885,O,2301,2347,W 19TH ST
385,91,E,8442,8458,S CHAPPEL AVE
386,91,E,8500,8558,S CHAPPEL AVE
387,91,O,8601,8647,S CHAPPEL AVE
388,102,E,2000,2098,W CHARLESTON ST
389,102,E,2500,2548,W CHARLESTON ST
390,57,O,3101,3117,E CHELTENHAM PL
391,361,O,3401,3445,S CLAREMONT AVE
392,177,E,5400,5488,N CHESTER AVE
393,67,O,5501,5525,N CHESTER AVE
394,67,E,5524,5528,N CHESTER AVE
395,386,E,8,22,E CHESTNUT ST
396,384,O,9801,9859,S CLAREMONT AVE
398,350,O,101,121,W CHESTNUT ST
399,204,E,1100,1126,W CHESTNUT ST
400,193,E,3900,3926,W CHICAGO AVE
401,19,E,5702,5756,W CHICAGO AVE
403,95,E,3000,3054,N CHRISTIANA AVE
404,95,E,3100,3148,N CHRISTIANA AVE
405,33,E,3600,3660,N CHRISTIANA AVE
406,1105,O,9901,9999,S CLAREMONT AVE
407,220,E,4814,4856,N CHRISTIANA AVE
408,220,E,4900,4956,N CHRISTIANA AVE
409,825,E,6100,6198,N CHRISTIANA AVE
410,372,E,1426,1440,S CHRISTIANA AVE
411,485,E,3000,3068,S CHRISTIANA AVE
412,1324,E,4600,4698,S CHRISTIANA AVE
414,1325,O,5001,5045,S CHRISTIANA AVE
415,1285,O,7901,7999,S CHRISTIANA AVE
416,198,E,10300,10312,S CHURCH ST
417,102,O,2013,2045,W CHURCHILL ST
418,19,E,640,650,N CICERO AVE
419,362,E,1636,1656,N CICERO AVE
420,47,E,3202,3208,N CICERO AVE
421,74,O,1301,1399,N CLARK ST
422,74,E,1400,1498,N CLARK ST
423,74,O,1401,1499,N CLARK ST
424,348,O,1501,1545,N CLEVELAND AVE
425,259,E,3834,3856,N CICERO AVE
426,142,O,1701,1759,N CLEVELAND AVE
427,259,O,3901,3911,N CICERO AVE
428,48,E,3900,3946,N CICERO AVE
429,4,E,5212,5264,S CICERO AVE
430,18,E,6000,6010,S CICERO AVE
431,102,E,1526,1598,N CLAREMONT AVE
433,142,O,1801,1859,N CLEVELAND AVE
434,92,E,4816,4852,N CLAREMONT AVE
435,92,E,4900,4998,N CLAREMONT AVE
436,867,E,6014,6058,N CLAREMONT AVE
437,867,E,6100,6198,N CLAREMONT AVE
438,280,E,6200,6298,N CLAREMONT AVE
439,280,E,6300,6342,N CLAREMONT AVE
440,80,E,700,748,S CLAREMONT AVE
441,80,E,800,838,S CLAREMONT AVE
442,142,O,1901,1959,N CLEVELAND AVE
443,143,O,2101,2159,N CLEVELAND AVE
444,143,O,2301,2351,N CLEVELAND AVE
445,143,O,2101,2143,N CLIFTON AVE
446,1202,E,2700,2798,W 22ND PL
447,601,E,2800,2898,W 22ND PL
448,109,E,2314,2344,W 23RD PL
449,1201,E,2600,2698,W 23RD PL
450,565,E,2700,2798,W 23RD PL
451,880,E,2800,2898,W 23RD PL
452,109,E,1800,1856,W 23RD ST
453,109,O,1825,1845,W 23RD ST
454,109,E,2100,2156,W 23RD ST
455,109,E,2200,2298,W 23RD ST
456,109,E,2300,2344,W 23RD ST
457,567,E,2600,2652,W 23RD ST
458,1200,E,2700,2798,W 23RD ST
459,965,E,2800,2878,W 23RD ST
460,1183,E,3000,3098,W 23RD ST
462,728,E,2300,2398,W 48TH ST
463,252,E,2416,2456,W 48TH ST
464,34,E,3800,3898,W 48TH ST
465,34,E,3900,3998,W 48TH ST
466,1141,E,4700,4798,W 48TH ST
467,37,O,3931,3957,W 49TH ST
468,197,O,2207,2255,W 50TH ST
469,197,E,2212,2256,W 50TH ST
470,197,O,2301,2399,W 50TH ST
471,252,E,2400,2498,W 50TH ST
472,252,E,2500,2522,W 50TH ST
474,38,E,4032,4098,W 50TH ST
475,70,O,4235,4299,W 50TH ST
476,36,O,4229,4229,W 50TH ST
477,252,E,4900,4998,W 50TH ST
478,35,E,6200,6232,W 51ST ST
479,357,O,1737,1757,W 51ST ST
480,35,E,6200,6210,W 55TH ST
481,352,O,3901,3959,W 56TH PL
482,37,O,3801,3857,W 51ST ST
483,1274,E,3900,3934,W 51ST ST
484,37,O,3901,3925,W 51ST ST
485,70,E,4334,4358,W 51ST ST
486,136,E,4444,4458,W 51ST ST
487,4,E,4700,4798,W 51ST ST
488,1343,O,3121,3133,W 56TH ST
489,37,E,3800,3810,W 52ND ST
490,37,O,3901,3931,W 52ND ST
491,723,O,3001,3097,W 57TH ST
492,357,O,2115,2143,W 53RD PL
493,1142,O,4201,4233,W 53RD ST
494,21,E,4300,4310,W 53RD ST
495,138,E,6100,6110,W 53RD ST
496,138,E,6134,6198,W 53RD ST
497,357,E,2114,2144,W 54TH ST
498,655,E,4000,4198,W 54TH ST
499,4,E,5500,5580,W 54TH ST
500,32,O,1453,1467,E 55TH ST
501,352,O,3901,3951,W 59TH ST
502,70,E,4304,4324,W 55TH ST
503,7,O,6233,6259,W 55TH ST
504,452,E,4434,4458,W 59TH ST
505,828,O,5601,5699,W 61ST ST
506,1434,O,1001,1099,E 62ND ST
507,13,E,5900,5958,W 61ST ST
508,52,E,3206,3252,W 63RD PL
509,30,E,6820,6862,W ARCHER AVE
510,30,O,6901,6955,W ARCHER AVE
512,187,O,3011,3051,W 63RD ST
513,187,O,3101,3157,W 63RD ST
514,382,O,4015,4045,W 56TH ST
515,52,E,3202,3258,W 63RD ST
516,62,E,1900,1926,W LELAND AVE
517,723,E,3000,3098,W 57TH ST
518,515,E,3116,3122,W 57TH ST
519,352,E,3900,3958,W 57TH ST
520,345,O,4401,4499,W 57TH ST
521,345,O,4501,4533,W 57TH ST
522,29,E,5700,5798,W 57TH ST
523,62,E,1940,1970,W LELAND AVE
524,842,E,6500,6598,W 57TH ST
525,345,O,4535,4567,W 58TH ST
526,352,E,3900,3942,W 59TH ST
527,452,O,4335,4359,W 59TH ST
528,345,E,4416,4424,W 59TH ST
529,2162,E,4500,4524,W 59TH ST
531,1287,O,1001,1099,E 61ST ST
532,920,O,4501,4509,W 61ST ST
533,828,E,5600,5698,W 61ST ST
534,9,O,5901,5959,W 61ST ST
535,228,O,3213,3255,W 62ND PL
536,920,O,4501,4599,W 62ND ST
537,650,E,4632,4632,W 62ND ST
538,52,O,3205,3253,W 63RD PL
540,52,O,2401,2451,W 63RD ST
541,187,E,3010,3052,W 63RD ST
542,187,E,3102,3158,W 63RD ST
543,52,O,3201,3259,W 63RD ST
544,115,O,6601,6649,W 63RD ST
545,53,O,6219,6247,W 63RD ST
546,53,O,6253,6255,W 63RD ST
547,1470,O,3501,3599,W FLOURNOY ST
548,52,E,2736,2756,W 64TH ST
549,1256,O,401,419,W 65TH ST
550,871,O,3801,3899,W 69TH ST
551,871,O,301,399,E 70TH ST
552,351,O,6515,6549,W 63RD ST
553,115,E,6600,6650,W 63RD ST
554,543,E,600,698,W 64TH ST
555,52,O,2721,2723,W 64TH ST
556,52,O,2735,2757,W 64TH ST
558,1256,E,400,420,E 65TH ST
559,871,E,3800,3898,W 69TH PL
560,1083,E,300,398,E 70TH ST
561,269,O,1401,1459,E 71ST ST
562,86,O,2337,2349,E 71ST ST
563,421,O,2559,2569,E 71ST ST
564,651,E,1300,1398,W 72ND PL
565,594,E,1300,1398,W 72ND ST
566,269,E,1000,1018,E 73RD ST
567,440,E,2444,2568,E 73RD ST
568,440,E,2600,2680,E 73RD ST
569,44,O,2001,2021,E 74TH ST
570,64,E,706,714,W 74TH ST
571,6,E,3900,3934,W 75TH PL
572,87,O,401,457,E 75TH ST
573,87,O,507,513,E 75TH ST
574,57,E,2800,2836,E 76TH PL
575,475,O,3701,3703,W 76TH ST
577,514,O,2901,2917,E 77TH ST
578,64,E,100,120,W 77TH ST
579,64,O,37,57,W 78TH PL
580,1149,O,1,59,E 78TH ST
581,135,O,1647,1647,E 78TH ST
582,57,E,3000,3098,E 78TH ST
583,64,E,38,56,W 78TH ST
584,1149,E,100,150,E 78TH ST
585,160,E,2200,2298,W 79TH PL
586,328,E,3800,3898,W 79TH PL
587,121,O,63,71,E 79TH ST
588,269,O,119,123,E 79TH ST
589,135,E,1734,1754,E 79TH ST
590,135,E,1824,1856,E 79TH ST
591,91,O,1825,1859,E 79TH ST
592,135,E,1900,1918,E 79TH ST
593,78,E,726,754,W 79TH ST
594,77,O,941,951,W 79TH ST
595,77,E,1000,1024,W 79TH ST
596,214,E,1100,1106,W 79TH ST
597,328,E,3800,3858,W 79TH ST
598,328,E,3800,3898,W 80TH PL
599,269,E,448,456,E 80TH ST
600,64,E,104,124,W 80TH ST
601,131,O,1401,1411,W 80TH ST
602,328,E,3800,3858,W 80TH ST
603,328,O,3801,3857,W 80TH ST
604,748,O,1,99,E 81ST ST
605,91,O,2035,2037,E 81ST ST
606,940,E,38,56,W 81ST ST
607,135,E,1900,1998,E 82ND ST
608,266,E,3500,3598,W 83RD PL
609,266,E,3700,3758,W 83RD PL
610,1029,E,2000,2098,E 83RD ST
611,1013,E,2100,2198,W 83RD ST
612,143,E,2014,2058,N DAYTON ST
613,143,E,2100,2148,N DAYTON ST
614,143,E,2214,2250,N DAYTON ST
615,3,O,5035,5061,N AUSTIN AVE
616,3,E,5100,5152,N AUSTIN AVE
617,19,O,901,999,S AUSTIN BLVD
618,29,E,5300,5350,S AUSTIN AVE
619,1125,E,10200,10298,S AVENUE J NAN
620,1270,E,10400,10456,S AVENUE J NAN
621,1124,E,10500,10598,S AVENUE J NAN
622,383,O,1001,1099,W BARRY AVE
623,383,O,1101,1199,W BARRY AVE
624,43,O,2601,2699,W BERWYN AVE
625,109,E,2210,2248,S BELL AVE
626,43,E,2800,2898,W BERWYN AVE
627,827,E,800,898,W BELLE PLAINE AVE
628,827,O,801,899,W BELLE PLAINE AVE
629,827,E,900,998,W BELLE PLAINE AVE
630,827,O,901,999,W BELLE PLAINE AVE
634,238,E,4000,4058,W BELLE PLAINE AVE
635,238,E,4100,4158,W BELLE PLAINE AVE
636,840,E,4700,4798,W BELLE PLAINE AVE
637,43,O,2801,2899,W BERWYN AVE
638,244,E,18,120,E BELLEVUE PL
639,101,O,5101,5187,W BERWYN AVE
640,110,O,7101,7143,W BERWYN AVE
641,12,O,1701,1755,W BEVERLY GLEN PKWY
642,797,O,5601,5659,S BISHOP ST
643,383,O,1201,1247,W BELMONT AVE
644,383,O,1319,1359,W BELMONT AVE
645,95,O,3239,3555,W BELMONT AVE
646,55,E,4722,4764,W BELMONT AVE
647,14,E,5900,5906,N OKETO AVE
648,233,O,5635,5657,W BELMONT AVE
649,262,E,6414,6424,W BELMONT AVE
650,262,E,6700,6732,W BELMONT AVE
651,162,E,7100,7130,W BELMONT AVE
652,44,E,7600,7698,S BENNETT AVE
653,135,E,7800,7846,S BENNETT AVE
654,135,E,7850,7856,S BENNETT AVE
655,1282,E,8600,8698,S BENNETT AVE
656,960,E,2400,2498,W BERENICE AVE
657,55,E,4700,4746,W BERENICE AVE
660,114,O,4001,4057,N BERNARD ST
661,326,O,4401,4455,N BERNARD ST
662,143,O,1701,1741,N BISSELL ST
663,107,E,4702,4760,N BERNARD ST
666,143,E,2010,2058,N BISSELL ST
668,652,E,5000,5010,N BERNARD ST
669,61,E,5300,5358,N BERNARD ST
670,1,E,5400,5456,N BERNARD ST
671,1,O,5601,5659,N BERNARD ST
672,732,E,6200,6298,N BERNARD ST
673,341,O,5301,5353,W BERTEAU AVE
674,341,E,5504,5544,W BERTEAU AVE
675,43,E,2600,2698,W BERWYN AVE
676,43,E,2700,2798,W BERWYN AVE
677,101,E,5100,5188,W BERWYN AVE
678,110,E,7100,7142,W BERWYN AVE
679,143,E,2100,2144,N BISSELL ST
680,12,E,1700,1754,W BEVERLY GLEN PKWY
681,102,O,2019,2073,N BINGHAM ST
682,102,E,2020,2062,N BINGHAM ST
683,102,O,2101,2141,N BINGHAM ST
684,5,E,800,838,S BISHOP ST
685,5,E,900,924,S BISHOP ST
686,5,E,928,938,S BISHOP ST
687,797,E,5600,5658,S BISHOP ST
688,981,E,8804,8856,S BISHOP ST
689,143,E,1632,1678,N BISSELL ST
690,269,O,7109,7147,S BLACKSTONE AVE
691,143,E,1700,1742,N BISSELL ST
692,143,E,1800,1874,N BISSELL ST
693,143,E,1900,1962,N BISSELL ST
694,102,O,2501,2599,W BLOOMINGDALE AVE
695,143,O,2009,2059,N BISSELL ST
696,1675,O,1401,1499,W 14TH ST
697,143,O,2101,2145,N BISSELL ST
698,143,O,2209,2255,N BISSELL ST
