ROW_ID,ZONE,ODD_EVEN,ADDR_LOW,ADD_HIGH,add_name
4985,1258,O,3001,3099,N KEATING AVE
4986,703,O,3501,3543,N KEATING AVE
4987,494,O,3401,3469,N KEATING AVE
4988,740,O,5907,5955,N KEATING AVE
4989,106,O,6015,6043,N KEATING AVE
4990,106,O,6101,6127,N KEATING AVE
4991,653,O,4713,4757,S KEATING AVE
4994,1204,O,5101,5199,W FLETCHER ST
4995,383,O,3601,3699,N LAKEWOOD AVE
4996,383,O,3701,3799,N LAKEWOOD AVE
4997,56,O,6617,6699,N LAKEWOOD AVE
4999,791,E,9334,9356,S YATES BLVD
5000,791,O,9325,9357,S YATES BLVD
5001,66,O,9201,9243,S YATES BLVD
5002,641,O,7511,7557,S WABASH AVE
5003,1173,O,8801,8899,S WABASH AVE
5004,267,O,9301,9359,S WABASH AVE
5005,25,O,9401,9443,S WABASH AVE
5006,168,O,2301,2399,W WALTON ST
5007,12,O,9801,9853,S WALDEN PKWY
5008,148,O,101,143,S WALLER AVE
5009,1470,E,3500,3598,W FLOURNOY ST
5010,1673,O,601,657,S FINANCIAL PL
5011,1673,O,701,757,S FINANCIAL PL
5012,1673,O,811,855,S FINANCIAL PL
5013,383,O,1201,1251,W FLETCHER ST
5014,22,O,6901,6965,W HIGGINS AVE
5015,22,E,6900,6964,W HIGGINS AVE
5016,1233,E,4500,4560,S HOMAN AVE
5017,738,O,731,759,W JACKSON BLVD
5018,1356,O,3801,3899,N KEELER AVE
5019,143,O,2001,2057,N KENMORE AVE
5020,383,O,3101,3199,N KENMORE AVE
5021,1268,O,4601,4699,N KENMORE AVE
5022,1268,O,4701,4799,N KENMORE AVE
5023,393,O,2301,2341,N KENNETH AVE
5024,611,O,3701,3799,N KENNETH AVE
5025,238,O,4315,4345,N KENNETH AVE
5026,542,O,721,767,S KENNETH AVE
5027,21,O,5129,5159,S KENNETH AVE
5028,345,O,5801,5899,S KENNETH AVE
5029,1726,O,5801,5899,S KENTON AVE
5030,144,O,4805,4809,N KENTUCKY AVE
5031,1384,O,801,899,N KEYSTONE AVE
5032,111,O,1501,1541,N KEYSTONE AVE
5033,1517,O,1901,1943,N KEYSTONE AVE
5034,141,O,3813,3857,N KEYSTONE AVE
5035,4,O,5101,5141,S LA CROSSE AVE
5036,1277,O,7901,7999,S LAFLIN ST
5037,817,O,2601,2699,W WALTON ST
5038,999,O,2901,2959,W WALTON ST
5039,51,O,4901,4999,W WALTON ST
5040,687,E,216,218,W ALEXANDER ST
5041,120,O,4815,4853,W WARNER AVE
5042,133,E,5200,5256,W WARWICK AVE
5043,817,O,901,999,N WASHTENAW AVE
5044,1476,O,1401,1459,S EMERALD AVE
5045,43,O,5241,5251,N WASHTENAW AVE
5046,43,E,5242,5252,N WASHTENAW AVE
5047,43,O,5201,5223,N WASHTENAW AVE
5048,163,O,5801,5859,N WASHTENAW AVE
5049,163,O,5901,5947,N WASHTENAW AVE
5050,720,O,5305,5319,N WASHTENAW AVE
5051,904,O,6001,6099,N WASHTENAW AVE
5052,448,E,6200,6298,N WASHTENAW AVE
5054,1365,O,3801,3899,S WASHTENAW AVE
5055,1452,O,4601,4699,S WASHTENAW AVE
5056,805,O,5515,5559,S WASHTENAW AVE
5057,730,O,5915,5959,S WASHTENAW AVE
5058,383,O,3001,3099,N WATERLOO CT
5059,156,O,6515,6585,N WAUKESHA AVE
5060,156,O,6601,6659,N WAUKESHA AVE
5061,383,O,901,999,W WAVELAND AVE
5062,383,O,1001,1099,W WAVELAND AVE
5063,383,O,1101,1199,W WAVELAND AVE
5064,383,O,1201,1299,W WAVELAND AVE
5065,383,O,1301,1399,W WAVELAND AVE
5066,383,O,1401,1499,W WAVELAND AVE
5067,383,O,1501,1599,W WAVELAND AVE
5068,947,O,4815,4861,W WAVELAND AVE
5069,133,O,5501,5599,W WAVELAND AVE
5070,383,O,3601,3699,N WAYNE AVE
5071,383,O,3701,3799,N WAYNE AVE
5072,383,O,3801,3899,N WAYNE AVE
5073,56,O,6415,6459,N WAYNE AVE
5074,143,O,401,453,W WEBSTER AVE
5075,383,O,701,799,W WELLINGTON AVE
5076,1147,O,4001,4099,W WELLINGTON AVE
5077,383,O,1001,1099,W WELLINGTON AVE
5078,383,O,1101,1199,W WELLINGTON AVE
5079,1188,O,4101,4199,W WELLINGTON AVE
5080,639,O,301,399,W WENDELL ST
5081,245,O,3101,3157,S WENTWORTH AVE
5082,245,O,3201,3255,S WENTWORTH AVE
5083,64,O,7915,7959,S WENTWORTH AVE
5084,64,O,8201,8243,S WENTWORTH AVE
5086,20,O,5801,5899,N WEST CIRCLE AVE
5087,1213,O,4201,4299,W WEST END AVE
5088,1218,O,4901,4999,W WEST END AVE
5089,5,O,1243,1299,W WESTGATE TER
5090,5,O,1301,1307,W WESTGATE TER
5091,1481,O,11001,11045,S MILLARD AVE
5092,1482,E,10302,10350,S SEELEY AVE
5093,1482,O,10303,10355,S SEELEY AVE
5094,1483,E,5000,5054,S LA CROSSE AVE
5095,1483,O,5001,5055,S LA CROSSE AVE
5096,102,O,2143,2221,N ROCKWELL ST
5097,619,O,6201,6299,S FAIRFIELD AVE
5098,1406,O,5301,5399,W FLETCHER ST
5099,1177,O,6301,6399,W FLETCHER ST
5100,5,O,1201,1299,W FLOURNOY ST
5101,5,O,1301,1399,W FLOURNOY ST
5102,5,O,1401,1457,W FLOURNOY ST
5103,1264,O,9601,9699,S FOREST AVE
5105,96,O,2701,2743,N FRANCISCO AVE
5106,132,O,4301,4343,N FRANCISCO AVE
5107,43,O,5201,5259,N FRANCISCO AVE
5108,1326,O,5515,5559,S FRANCISCO AVE
5109,412,O,6301,6357,S FRANCISCO AVE
5110,754,O,9101,9199,S GREEN ST
5111,678,O,11401,11499,S HOMAN AVE
5112,678,O,11501,11599,S HOMAN AVE
5113,976,O,11001,11099,S HOMEWOOD AVE
5114,168,O,1005,1057,N HONORE ST
5115,154,O,1501,1599,N HONORE ST
5116,1259,O,4601,4699,S HONORE ST
5117,143,O,2001,2057,N HOWE ST
5118,102,O,1701,1799,N HOYNE AVE
5120,38,O,5001,5015,S KARLOV AVE
5121,784,O,1701,1799,N KEATING AVE
5122,55,O,3301,3359,N KEATING AVE
5123,4,O,5101,5127,S KEATING AVE
5124,735,O,6201,6259,S KEATING AVE
5125,18,O,6001,6059,S KEATING AVE
5126,693,O,1401,1599,N KEDVALE AVE
5127,71,O,7801,7841,S KEATING AVE
5128,225,O,1613,1657,N KEDVALE AVE
5129,883,O,2015,2059,N KEDVALE AVE
5130,1222,O,2101,2199,N KEDVALE AVE
5131,1187,O,2201,2299,N KEDVALE AVE
5132,2141,O,2301,2399,N KEDVALE AVE
5134,116,O,4533,4551,N KEDVALE AVE
5135,136,O,3201,3257,S KEDVALE AVE
5136,36,O,5001,5021,S KEDVALE AVE
5137,225,O,1615,1657,N KEELER AVE
5138,1319,O,1701,1799,N KEELER AVE
5139,663,O,1901,1999,N KEELER AVE
5140,123,O,2411,2453,N KEELER AVE
5141,94,O,3401,3437,N KEELER AVE
5142,383,O,3501,3599,N JANSSEN AVE
5143,383,O,3701,3799,N JANSSEN AVE
5144,383,O,3801,3899,N JANSSEN AVE
5145,738,O,401,599,S JEFFERSON ST
5146,135,O,8201,8205,S JEFFERY BLVD
5148,111,O,4301,4359,W KAMERLING AVE
5149,51,O,5501,5527,W KAMERLING AVE
5150,747,O,1501,1599,N KARLOV AVE
5151,225,O,1615,1655,N KARLOV AVE
5152,94,O,3403,3443,N KARLOV AVE
5153,1327,O,5501,5599,S KEDVALE AVE
5155,878,O,1703,1753,N KEYSTONE AVE
5156,786,O,1813,1855,N KEYSTONE AVE
5157,882,E,2014,2056,N KEYSTONE AVE
5158,1017,O,2101,2199,N KEYSTONE AVE
5159,1363,O,2201,2299,N KEYSTONE AVE
5160,141,O,4101,4159,N KEYSTONE AVE
5161,60,O,4421,4455,N KILBOURN AVE
5162,144,O,4847,4869,N KILBOURN AVE
5163,798,O,3501,3599,N KILPATRICK AVE
5164,1211,O,2501,2599,S WABASH AVE
5165,56,E,6300,6398,N LAKEWOOD AVE
5166,1278,O,3701,3799,W WABANSIA AVE
5167,1211,O,2701,2799,S WABASH AVE
5168,1220,O,6901,6999,S WABASH AVE
5169,102,O,2401,2499,N WASHTENAW AVE
5170,94,O,4701,4747,W WARWICK AVE
5171,817,O,801,899,N WASHTENAW AVE
5172,383,O,3901,3941,N WAYNE AVE
5174,143,O,901,959,W WEBSTER AVE
5175,1491,O,2803,2859,N LONG AVE
5176,1492,E,2502,2544,N RIDGEWAY AVE
5177,1492,O,2501,2545,N RIDGEWAY AVE
5180,1495,O,3605,3633,N OZANAM AVE
5181,448,E,6300,6344,N ROCKWELL ST
5182,448,O,6301,6343,N ROCKWELL ST
5183,102,O,1619,1651,N ROCKWELL ST
5184,448,O,6201,6299,N ROCKWELL ST
5185,102,E,1618,1652,N ROCKWELL ST
5186,978,O,6501,6599,N TALMAN AVE
5187,448,O,6201,6259,N TALMAN AVE
5188,448,O,6201,6299,N MAPLEWOOD AVE
5189,448,E,6300,6398,N MAPLEWOOD AVE
5190,448,O,6301,6399,N MAPLEWOOD AVE
5191,102,E,2400,2498,W PALMER ST
5192,102,O,2401,2499,W PALMER ST
5193,102,O,2501,2599,W PALMER ST
5194,102,E,2138,2214,N ROCKWELL ST
5195,143,O,2301,2351,N GENEVA TER
5196,143,O,2231,2255,N GENEVA TER
5199,62,O,2003,2035,W GIDDINGS ST
5200,780,O,2901,2929,W GIDDINGS ST
5201,264,O,5215,5227,W GIDDINGS ST
5202,359,O,6221,6263,W GIDDINGS ST
5203,414,O,3801,3851,S GILES AVE
5204,236,O,2737,2757,W GLENLAKE AVE
5205,56,O,6301,6399,N GLENWOOD AVE
5206,56,O,6731,6799,N GLENWOOD AVE
5207,56,O,6601,6699,N GLENWOOD AVE
5208,353,O,7901,7947,S GREENWOOD AVE
5209,41,O,7401,7467,W GREGORY ST
5210,67,O,8413,8453,W GREGORY ST
5211,67,O,8501,8557,W GREGORY ST
5212,95,O,2915,2965,N GRESHAM AVE
5213,144,O,4435,4465,W GUNNISON ST
5214,3,O,6001,6057,W GUNNISON ST
5215,204,O,1601,1699,W HADDON AVE
5216,759,O,2401,2499,W HADDON AVE
5217,879,O,2501,2599,W HADDON AVE
5218,102,O,2701,2799,W JULIA CT
5219,77,O,7911,7955,S HALSTED ST
5220,522,O,8717,8749,S HALSTED ST
5221,193,O,1501,1599,N HAMLIN AVE
5222,12,O,9401,9459,S HAMILTON AVE
5223,12,O,9501,9599,S HAMILTON AVE
5224,155,O,1601,1633,N HAMLIN AVE
5225,1426,O,3401,3499,N HAMLIN AVE
5226,196,E,9000,9098,S HARPER AVE
5227,193,E,810,856,N HARDING AVE
5228,34,O,4715,4757,S HARDING AVE
5229,62,O,4701,4799,N HERMITAGE AVE
5230,65,O,5645,5657,N HERMITAGE AVE
5231,65,O,5703,5731,N HERMITAGE AVE
5232,357,O,5111,5159,S HERMITAGE AVE
5233,1337,O,4401,4457,S HERMITAGE AVE
5234,757,O,11423,11459,S HERMOSA AVE
5235,145,O,6601,6657,N HIAWATHA AVE
5236,719,O,1601,1699,W HIGHLAND AVE
5237,280,O,2131,2157,W HIGHLAND AVE
5238,280,O,2201,2225,W HIGHLAND AVE
5239,143,O,1801,1875,N HOWE ST
5240,143,O,1901,1963,N HOWE ST
5241,31,O,3517,3559,S HOYNE AVE
5242,12,O,9515,9557,S HOYNE AVE
5243,63,O,7401,7441,W ISHAM AVE
5244,799,O,3901,3999,N KILDARE AVE
5245,21,O,5115,5161,S KILDARE AVE
5246,21,O,5201,5299,S KILDARE AVE
5247,100,O,2801,2859,N KILPATRICK AVE
5248,1139,O,3401,3471,N KILPATRICK AVE
5249,411,O,201,259,S KILPATRICK AVE
5250,4,E,5204,5258,S KILPATRICK AVE
5251,1720,O,6001,6059,S KILPATRICK AVE
5252,95,E,3100,3146,N KIMBALL AVE
5253,1189,O,601,699,N KINGSBURY ST
5254,1189,O,701,799,N KINGSBURY ST
5255,60,E,4620,4658,N KNOX AVE
5256,60,O,4701,4741,N KNOX AVE
5257,70,E,5000,5046,S KOLIN AVE
5258,70,O,5019,5047,S KNOX AVE
5259,70,O,5201,5221,S KOLIN AVE
5260,345,O,5701,5759,S KOLMAR AVE
5261,887,O,5501,5599,S KOLMAR AVE
5262,345,O,5601,5699,S KOLMAR AVE
5263,1775,O,5801,5899,S KOLMAR AVE
5264,1730,O,5901,5959,S KOLMAR AVE
5265,1773,E,6000,6098,S KOLMAR AVE
5266,1773,O,6001,6099,S KOLMAR AVE
5267,936,O,6101,6199,S KOLMAR AVE
5268,848,O,6201,6299,S KOLMAR AVE
5269,38,O,4901,4959,S KOMENSKY AVE
5270,707,O,5401,5499,S KOMENSKY AVE
5272,111,O,1501,1553,N KOSTNER AVE
5273,94,O,3401,3499,N KOSTNER AVE
5274,94,E,3500,3542,N KOSTNER AVE
5275,739,O,4301,4399,N KOSTNER AVE
5276,709,O,5801,5899,S KOSTNER AVE
5277,607,O,5901,5999,S KOSTNER AVE
5278,912,O,201,249,N LA CROSSE AVE
5279,902,O,2015,2059,N LA CROSSE AVE
5280,528,O,9401,9443,S LA SALLE ST
5281,25,O,9601,9699,S LA SALLE ST
5282,64,O,7105,7155,S LAFAYETTE AVE
5283,64,O,7915,7959,S LAFAYETTE AVE
5284,724,O,8201,8299,S LAFAYETTE AVE
5285,488,O,11601,11659,S LAFAYETTE AVE
5286,143,O,1901,1971,N FREMONT ST
5287,143,O,2009,2053,N FREMONT ST
5288,143,O,2101,2151,N FREMONT ST
5289,884,O,929,999,W FRY ST
5290,383,O,1101,1199,W GEORGE ST
5292,141,O,4015,4055,W GEORGE ST
5293,1364,O,5401,5499,W GEORGE ST
5294,780,O,2841,2899,W GIDDINGS ST
5295,107,O,3715,3757,W GIDDINGS ST
5296,264,O,5315,5371,W GIDDINGS ST
5297,359,O,6303,6355,W GIDDINGS ST
5298,1242,O,4201,4299,W GLADYS AVE
5299,867,O,2301,2345,W GLENLAKE AVE
5300,56,O,6401,6499,N GLENWOOD AVE
5301,56,O,6701,6729,N GLENWOOD AVE
5302,56,O,6501,6599,N GLENWOOD AVE
5303,56,O,6801,6899,N GLENWOOD AVE
5304,74,O,1,65,E GOETHE ST
5305,74,O,21,55,W GOETHE ST
5306,119,E,216,260,W GOETHE ST
5307,383,O,1301,1399,W GRACE ST
5309,827,O,901,999,W GORDON TER
5310,383,O,1401,1499,W GRACE ST
5311,960,O,2405,2459,W GRACE ST
5312,611,O,4401,4499,W GRACE ST
5313,330,O,5201,5255,W GRACE ST
5314,360,O,5537,5557,W GRACE ST
5315,143,O,415,455,W GRANT PL
5316,1028,O,401,499,N GREEN ST
5317,383,O,3401,3499,N GREENVIEW AVE
5318,383,O,3601,3699,N GREENVIEW AVE
5319,383,O,3801,3899,N GREENVIEW AVE
5320,1194,O,6101,6161,S GREENWOOD AVE
5321,95,O,3001,3095,N GRESHAM AVE
5322,204,O,1501,1543,W HADDON AVE
5323,111,O,4401,4459,W HADDON AVE
5324,653,E,4714,4758,S KEATING AVE
5325,51,O,5501,5587,W HADDON AVE
5326,161,O,10313,10357,S HALE AVE
5327,161,O,10701,10739,S HALE AVE
5328,272,O,11311,11345,S HALE AVE
5329,272,O,11411,11455,S HALE AVE
5330,1448,O,11501,11599,S HALE AVE
5331,170,O,11801,11899,S HALE AVE
5332,283,O,5101,5111,N HAMLIN AVE
5333,113,O,4501,4559,N HARDING AVE
5334,647,O,2501,2553,S HARDING AVE
5335,64,O,7515,7557,S HARVARD AVE
5336,383,O,1201,1299,W HENDERSON ST
5337,383,O,1301,1399,W HENDERSON ST
5338,97,O,2815,2873,W HENDERSON ST
5339,102,O,2701,2799,W HENRY CT
5340,282,O,6101,6151,S HERMITAGE AVE
5341,156,O,6551,6599,N HIAWATHA AVE
5342,22,O,7005,7051,W HIGGINS AVE
5343,22,O,7101,7117,W HIGGINS AVE
5344,719,O,1501,1599,W HIGHLAND AVE
5345,152,O,3605,3659,S HOYNE AVE
5346,892,O,4701,4799,S HOYNE AVE
5347,4,O,5201,5259,S KEATING AVE
5350,60,O,4701,4759,N KILPATRICK AVE
5351,18,O,6101,6159,S KILPATRICK AVE
5352,95,E,3000,3056,N KIMBALL AVE
5353,1728,O,6101,6147,S KIMBARK AVE
5355,1189,O,501,599,N KINGSBURY ST
5356,325,O,2201,2259,N KNOX AVE
5357,60,O,4501,4557,N KNOX AVE
5358,70,O,5001,5047,S KOLIN AVE
5359,70,E,5400,5444,S KOLIN AVE
5360,70,O,5119,5159,S KOLIN AVE
5361,5,O,701,729,S LAFLIN ST
5362,488,O,11701,11759,S LAFAYETTE AVE
5363,5,O,613,633,S LAFLIN ST
5364,5,O,901,931,S LAFLIN ST
5365,783,O,1001,1097,S LAFLIN ST
5366,959,O,8801,8899,S LAFLIN ST
5367,743,O,4405,4453,N KEELER AVE
5368,136,O,3201,3259,S KEELER AVE
5369,36,O,5001,5059,S KEELER AVE
5370,70,O,5201,5299,S KEELER AVE
5371,143,O,2101,2199,N KENMORE AVE
5372,143,O,2201,2247,N KENMORE AVE
5373,143,O,2701,2779,N KENMORE AVE
5374,383,O,3001,3099,N KENMORE AVE
5375,383,O,3201,3399,N KENMORE AVE
5376,2093,O,5801,5899,S KILBOURN AVE
5378,345,O,5901,5959,S KILBOURN AVE
5379,345,O,6001,6099,S KILBOURN AVE
5380,920,O,6101,6199,S KILBOURN AVE
5381,830,O,1401,1499,N KILDARE AVE
5382,755,O,1901,1947,N KILDARE AVE
5383,130,O,2301,2343,N KILDARE AVE
5384,94,O,3401,3465,N KILDARE AVE
5385,94,O,3501,3511,N KILDARE AVE
5386,18,O,6315,6359,S LA CROSSE AVE
5388,25,O,9515,9557,S LA SALLE ST
5389,122,O,6805,6843,S LAFAYETTE AVE
5390,161,O,10317,10359,S WALDEN PKWY
5391,161,O,10501,10563,S WALDEN PKWY
5392,161,O,10601,10643,S WALDEN PKWY
5393,1479,E,4200,4258,S WASHTENAW AVE
5394,1451,O,2301,2361,S WHIPPLE ST
5395,1493,E,9400,9444,S LANGLEY AVE
5396,1479,O,4201,4259,S WASHTENAW AVE
5397,1493,O,9401,9445,S LANGLEY AVE
5398,1494,O,3801,3899,S ROCKWELL ST
5399,1480,E,5200,5258,S SACRAMENTO AVE
5400,1480,O,5201,5243,S SACRAMENTO AVE
5401,1484,E,5300,5358,S SPRINGFIELD AVE
5402,1484,O,5301,5359,S SPRINGFIELD AVE
5403,1485,E,3900,3940,W 54TH ST
5404,1485,O,3911,3941,W 54TH ST
5405,1486,O,1611,1653,S MILLER ST
5406,1487,E,3300,3358,N HAMLIN AVE
5407,1487,O,3301,3359,N HAMLIN AVE
5408,1488,E,3400,3454,N HARDING AVE
5409,1488,O,3401,3455,N HARDING AVE
5410,1489,E,3504,3524,N KEELER AVE
5411,1489,O,3505,3527,N KEELER AVE
5412,1491,E,2804,2858,N LONG AVE
5413,477,O,5701,5759,S FAIRFIELD AVE
5414,232,O,5801,5853,S FAIRFIELD AVE
5415,1071,O,6301,6399,S FAIRFIELD AVE
5416,383,O,1001,1099,W GRACE ST
5417,143,O,501,553,W GRANT PL
5418,1367,O,647,695,N GREEN ST
5419,154,O,1201,1259,N GREENVIEW AVE
5420,383,O,3301,3399,N GREENVIEW AVE
5421,383,O,3501,3599,N GREENVIEW AVE
5422,383,O,3701,3799,N GREENVIEW AVE
5423,383,O,3901,3953,N GREENVIEW AVE
5424,505,O,3501,3559,N HAMLIN AVE
5425,781,O,1801,1899,N HARDING AVE
5426,1238,O,1901,1999,N HARDING AVE
5427,581,O,2501,2599,N HARDING AVE
5428,90,O,3601,3657,N HARDING AVE
5429,90,O,3701,3761,N HARDING AVE
5430,910,O,4101,4157,N HARDING AVE
5431,113,O,4601,4657,N HARDING AVE
5432,34,O,4501,4559,S HARDING AVE
5433,34,O,4601,4699,S HARDING AVE
5434,13,O,10107,10127,S HARDING AVE
5436,281,O,3001,3045,W HOLLYWOOD AVE
5438,1129,O,2601,2699,S INDIANA AVE
5439,87,O,7501,7559,S INDIANA AVE
5440,383,O,3401,3499,N JANSSEN AVE
5441,948,O,5201,5299,W FLETCHER ST
5442,255,O,6201,6257,W FLETCHER ST
5443,489,O,4301,4359,W FLOURNOY ST
5444,725,O,9801,9899,S FOREST AVE
5445,1,O,3439,3441,W FOSTER AVE
5446,1419,O,5901,5999,W FULTON ST
5447,774,O,2401,2499,S FRANCISCO AVE
5448,143,O,1701,1729,N FREMONT ST
5449,383,O,901,999,W GEORGE ST
5450,383,O,1001,1099,W GEORGE ST
5451,346,O,2701,2799,W GEORGE ST
5452,95,O,3101,3199,W GEORGE ST
5453,374,O,5501,5599,W GEORGE ST
5454,997,O,6201,6299,W GEORGE ST
5457,708,O,3001,3055,S HARDING AVE
5458,383,O,1401,1499,W HENDERSON ST
5459,383,O,1501,1599,W HENDERSON ST
5460,103,O,3537,3599,W HENDERSON ST
5461,341,O,4801,4899,W HENDERSON ST
5462,1768,O,4901,4999,W HENDERSON ST
5463,695,O,5201,5299,W HENDERSON ST
5464,900,O,501,599,N HERMITAGE AVE
5465,168,O,901,999,N HERMITAGE AVE
5466,154,O,1601,1699,N HERMITAGE AVE
5467,65,O,5607,5615,N HERMITAGE AVE
5468,1401,O,4601,4699,S HERMITAGE AVE
5469,85,O,6301,6331,W HIGHLAND AVE
5470,157,O,2615,2649,S HILLOCK AVE
5471,65,O,1553,1555,W HOLLYWOOD AVE
5472,65,O,1615,1675,W HOLLYWOOD AVE
5474,357,O,5117,5121,S HOYNE AVE
5476,12,O,9401,9443,S HOYNE AVE
5477,28,O,11001,11029,S HOYNE AVE
5480,1675,O,1501,1599,S INDIANA AVE
5481,1675,O,1601,1699,S INDIANA AVE
5482,1677,O,1801,1899,S INDIANA AVE
5483,1677,O,1901,1999,S INDIANA AVE
5484,1049,O,8701,8755,S INDIANA AVE
5485,268,O,9401,9459,S INDIANA AVE
5486,1431,O,6101,6155,S INGLESIDE AVE
5487,1112,O,6505,6553,S INGLESIDE AVE
5488,19,O,5905,5965,W IOWA ST
5489,167,O,3105,3143,W IRVING PARK RD
5490,383,O,3601,3699,N JANSSEN AVE
5491,383,O,3901,3999,N JANSSEN AVE
5492,961,O,2601,2625,W JARLATH ST
5493,237,E,6324,6358,S JUSTINE ST
5494,131,O,7913,7959,S JUSTINE ST
5495,253,O,8715,8753,S JUSTINE ST
5496,896,O,1901,1999,N KARLOV AVE
5497,747,O,1401,1499,N KARLOV AVE
5498,785,O,2001,2099,N KARLOV AVE
5499,1407,O,2201,2299,N KARLOV AVE
5500,325,O,2301,2343,N KARLOV AVE
5501,94,O,3201,3267,N KARLOV AVE
5502,38,O,4901,4959,S KARLOV AVE
5503,383,O,3701,3899,N KENMORE AVE
5504,55,O,3201,3269,N KENNETH AVE
5505,779,O,3301,3399,N KENNETH AVE
5506,144,O,4815,4859,N KENNETH AVE
5507,345,O,5901,5999,S KENNETH AVE
5508,979,O,6001,6099,S KENNETH AVE
5509,144,O,4815,4845,N KENTUCKY AVE
5511,1069,O,101,135,N KILDARE AVE
5512,837,O,2001,2059,N KILDARE AVE
5513,1023,O,2201,2259,N KILDARE AVE
5514,383,O,3201,3299,N LAKEWOOD AVE
5515,383,O,3501,3599,N LAKEWOOD AVE
5516,102,O,2501,2557,W MEDILL AVE
5517,1129,O,2701,2799,S MICHIGAN AVE
5518,1076,O,7301,7399,S MICHIGAN AVE
5519,968,O,7401,7459,S MICHIGAN AVE
5520,634,O,3001,3099,S MILLARD AVE
5521,23,O,5401,5445,S MILLARD AVE
5522,5,O,809,849,S MILLER ST
5523,215,E,6308,6342,N MINNEHAHA AVE
5525,156,O,6401,6457,N MINNEHAHA AVE
5526,26,E,1606,1654,N MOBILE AVE
5527,1152,O,2801,2899,N MOBILE AVE
5528,162,O,2901,2999,N MOBILE AVE
5529,1000,O,3201,3251,N MOBILE AVE
5530,341,O,4417,4457,N MOBILE AVE
5531,35,O,5401,5419,S MOBILE AVE
5532,35,O,5517,5559,S MOBILE AVE
5533,503,E,5700,5758,S MOBILE AVE
5534,158,O,6301,6399,S MOBILE AVE
5535,348,O,1301,1373,N MOHAWK ST
5536,102,O,2301,2399,W MOFFAT ST
5537,348,O,1401,1455,N MOHAWK ST
5538,348,O,1501,1555,N MOHAWK ST
5539,142,O,1801,1855,N MOHAWK ST
5540,142,O,1901,1957,N MOHAWK ST
5541,143,O,2005,2051,N MOHAWK ST
5542,1284,O,1201,1299,N MONITOR AVE
5543,354,O,2105,2149,N MONITOR AVE
5544,19,O,901,927,S MONITOR AVE
5545,142,O,213,225,W WISCONSIN ST
5546,142,O,401,449,W WISCONSIN ST
5547,1405,O,2901,2999,N WISNER AVE
5548,240,O,5101,5159,W WOLFRAM ST
5549,734,O,5301,5399,W WOLFRAM ST
5550,168,O,901,999,N WOOD ST
5551,109,O,2201,2239,S WOOD ST
5552,12,E,9902,9928,S WOOD ST
5553,125,O,10201,10233,S WOOD ST
5554,161,O,10315,10359,S WOOD ST
5555,355,E,3236,3498,S RACINE AVE
5556,92,O,2201,2267,W LELAND AVE
5557,92,E,2400,2458,W LELAND AVE
5558,395,E,1646,1668,S TROY ST
5559,395,O,1701,1759,S TROY ST
5560,435,O,2215,2257,S TROY ST
5561,1336,O,2501,2599,S TROY ST
5562,1234,O,4401,4499,S TROY ST
5563,1004,O,4501,4599,S TROY ST
5564,252,O,4601,4699,S TROY ST
5565,1343,O,5501,5599,S TROY ST
5566,516,O,5601,5699,S TROY ST
5567,187,O,6101,6159,S TROY ST
5568,187,O,6201,6243,S TROY ST
5569,773,O,6403,6449,S TROY ST
5570,42,O,7201,7259,S TROY ST
5571,42,O,7301,7355,S TROY ST
5572,1150,O,7701,7799,S TROY ST
5573,143,O,2601,2659,N MAGNOLIA AVE
5574,383,O,3701,3799,N MAGNOLIA AVE
5575,56,O,6413,6459,N MAGNOLIA AVE
5576,1969,O,2101,2175,N MAJOR AVE
5579,1018,O,4301,4399,W MCLEAN AVE
5580,1118,O,4701,4799,W MCLEAN AVE
5581,26,E,1802,1856,N MCVICKER AVE
5582,711,O,2101,2199,N MCVICKER AVE
5583,341,O,4001,4059,N MCVICKER AVE
5584,341,O,4101,4159,N MCVICKER AVE
5585,1260,O,1701,1799,N MEADE AVE
5587,29,E,5436,5448,S MEADE AVE
5588,35,O,5515,5559,S MELVINA AVE
5589,26,O,1615,1653,N MERRIMAC AVE
5590,1261,O,2601,2699,N MERRIMAC AVE
5591,142,O,1617,1661,N MEYER AVE
5592,5,E,900,916,S MILLER ST
5593,156,E,6516,6556,N MINNETONKA AVE
5594,143,O,1015,1051,W MONTANA ST
5595,110,O,5341,5365,N MONT CLARE AVE
5596,22,O,5501,5529,N MONT CLARE AVE
5597,143,O,1101,1157,W MONTANA ST
5598,143,O,1201,1299,W MONTANA ST
5599,396,O,4401,4457,W MONTANA ST
5600,388,E,4800,4850,W MONTANA ST
5601,1331,O,1401,1499,S MORGAN ST
5602,524,O,5515,5557,S NATCHEZ AVE
5603,662,O,4901,4999,W NELSON ST
5604,374,O,5001,5099,W NELSON ST
5605,26,E,2200,2298,N NEVA AVE
5606,975,O,4801,4899,N NEVA AVE
5607,26,E,2300,2332,N NEVA AVE
5608,1392,O,2901,2999,N NEVA AVE
5609,162,O,3001,3067,N NEVA AVE
5610,22,O,5401,5439,N NEVA AVE
5611,20,O,5601,5675,N NEVA AVE
5612,11,O,5501,5549,S NEVA AVE
5614,26,E,1800,1856,N NEWLAND AVE
5615,178,O,4815,4859,N NEWLAND AVE
5616,383,O,801,899,W NEWPORT AVE
5617,383,O,1001,1199,W NEWPORT AVE
5618,47,O,4813,4865,W NEWPORT AVE
